property_id,host_id,guest_id,total_listings,availability,neighbourhood,type,price,amenities,booked_nights,stay_nights,propery_reviews,last_review,complaint
586524,259517,571689,4,309,Centrum-West,Private room,265,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Long term stays allowed; Shampoo; Fire extinguisher; First aid kit; TV; Dryer; Standard cable; Shower gel; Body soap; Lock on bedroom door; Air conditioning; Conditioner; Elevator; Safe; ],1,1,2,1--November--2021,1
586631,357979,686379,1,24,Oostelijk Havengebied - Indische Buurt,Entire home,254,[Towels; Wifi; Bed linens; Kitchen; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Dishwasher; Microwave; Stove; Dryer; Paid parking off premises; Shower gel; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Body soap; Nespresso machine; Mini fridge; ],2,1,8,15--July--2021,1
586880,437803,603404,2,44,Westerpark,Entire home,132,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Freezer; Room-darkening shades; Body soap; Waterfront; Drying rack for clothing; Laundromat nearby; Lockbox; Portable fans; Toaster; Ethernet connection; Central heating; Conditioner; Baking sheet; Free washer ; Free dryer; Clothing storage; Mosquito net; Sound system; Stainless steel oven; Pour-over coffee; ],3,3,4,3--March--2022,0
586978,332991,798363,1,176,Centrum-Oost,Entire home,388,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Microwave; Stove; Extra pillows and blankets; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Room-darkening shades; Body soap; Drying rack for clothing; Laundromat nearby; Single level home; Toaster; Baking sheet; Street parking; Clothing storage; Stainless steel oven; ],2,2,5,2--February--2022,0
588738,371931,779833,1,183,De Baarsjes - Oud-West,Entire home,149,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Waterfront; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Lockbox; Toaster; BBQ grill; Ethernet connection; Central heating; Baking sheet; Board games; Street parking; Clothing storage; Barbecue utensils; Lake access; Sound system; Stainless steel oven; ],14,14,2,1--November--2021,0
589094,243661,718270,2,182,De Aker - Nieuw Sloten,Private room,90,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Wine glasses; Hot water kettle; Room-darkening shades; Body soap; Lock on bedroom door; Waterfront; Laundromat nearby; Lockbox; Free parking on premises; Portable fans; High chair; Ethernet connection; Nespresso machine; Conditioner; Crib; Free washer ; Free dryer; Mini fridge; Clothing storage; Lake access; Bikes; Baby bath; Pour-over coffee; ],3,3,20,2--June--2022,0
589216,251858,685854,1,38,De Baarsjes - Oud-West,Entire home,180,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Iron; Cooking basics; Washer; Private entrance; TV; Dryer; Dedicated workspace; Patio or balcony; Outdoor furniture; BBQ grill; Indoor fireplace; ],4,4,5,31--July--2021,0
589317,306930,501110,1,232,De Baarsjes - Oud-West,Entire home,97,[Towels; Wifi; Kitchen; Smoke alarm; Hair dryer; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Carbon monoxide alarm; Dryer; ],3,3,9,9--May--2022,0
589334,224526,521203,7,345,Oud-Oost,Private room,226,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Long term stays allowed; Shampoo; TV; Dryer; Dedicated workspace; Lock on bedroom door; Elevator; ],1,1,3,5--April--2022,0
589616,289561,721103,1,136,De Baarsjes - Oud-West,Entire home,177,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Body soap; Drying rack for clothing; Single level home; Portable fans; Ethernet connection; Nespresso machine; Free washer ; Street parking; Security cameras; Game console; Sound system; ],3,3,5,10--August--2021,0
589671,465541,602579,1,262,Oud-Oost,Entire home,89,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Body soap; Drying rack for clothing; Single level home; Backyard; Portable fans; Toaster; BBQ grill; Conditioner; Baking sheet; Board games; Free washer ; EV charger; Street parking; Free dryer; Garden or backyard; Clothing storage; Barbecue utensils; Bikes; Netflix; Game console; Sound system; Premium cable; ],3,3,10,28--April--2022,0
589802,204175,561096,1,40,Centrum-Oost,Entire home,118,[Wifi; Kitchen; Smoke alarm; Long term stays allowed; Washer; TV; Host greets you; ],2,2,3,30--December--2021,0
589927,416147,604719,1,240,Oud-Oost,Entire home,179,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Long term stays allowed; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Private entrance; TV; Dryer; Dedicated workspace; Patio or balcony; Outdoor furniture; Backyard; Crib; Travel crib; ],2,2,1,23--December--2021,0
590253,442340,591133,1,105,Bos en Lommer,Entire home,156,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Dryer; ],7,7,7,19--April--2022,0
590256,456481,652134,1,39,Westerpark,Entire home,246,[Towels; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; TV; Dryer; Dedicated workspace; Crib; Travel crib; ],3,3,4,5--August--2021,1
590419,258665,728228,1,235,Bos en Lommer,Entire home,181,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Cooking basics; Washer; Private entrance; TV; Dryer; Dedicated workspace; ],3,3,7,15--May--2022,0
590662,412689,707142,9,30,Centrum-West,Private room,142,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Cooking basics; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Microwave; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Cleaning products; Dedicated workspace; Dining table; Patio or balcony; Hot water kettle; Freezer; Waterfront; Nespresso machine; Baking sheet; Mini fridge; Clothing storage; Cleaning before checkout; Boat slip; ],3,3,17,15--October--2021,0
591669,228033,548779,1,234,De Baarsjes - Oud-West,Entire home,230,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Body soap; Waterfront; Drying rack for clothing; Laundromat nearby; Toaster; Conditioner; Baking sheet; Free washer ; EV charger; Street parking; Clothing storage; Sound system; Pour-over coffee; Gym; ],15,15,4,10--October--2021,0
592539,462435,654124,1,243,De Pijp - Rivierenbuurt,Entire home,212,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Bathtub; Room-darkening shades; Body soap; Laundromat nearby; Central heating; Conditioner; Baking sheet; Free washer ; Street parking; Free dryer; Clothing storage; Sound system; Stainless steel oven; ],2,2,3,29--May--2022,0
593007,285895,533094,1,84,De Baarsjes - Oud-West,Entire home,199,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Room-darkening shades; Body soap; Drying rack for clothing; Outdoor dining area; Toaster; Nespresso machine; Central heating; Baking sheet; Board games; Clothing storage; ],2,2,2,23--October--2021,0
593207,224526,630756,7,331,Bijlmer-Centrum,Shared room,115,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Carbon monoxide alarm; Fire extinguisher; Private entrance; TV; Dryer; Dedicated workspace; Lock on bedroom door; Free parking on premises; Air conditioning; Security cameras; Smart lock; ],1,1,9,25--October--2021,0
593800,403622,688115,1,129,Centrum-Oost,Private room,135,[Towels; Wifi; Smoke alarm; Heating; Long term stays allowed; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Lock on bedroom door; Security cameras; ],1,1,1,8--May--2021,0
594532,219573,594145,4,330,Buitenveldert - Zuidas,Private room,155,[Towels; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Shower gel; Dedicated workspace; Body soap; Lock on bedroom door; Free street parking; Air conditioning; Nespresso machine; Elevator; ],1,1,31,14--May--2022,1
594716,265259,548002,1,234,De Baarsjes - Oud-West,Entire home,417,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Freezer; Bathtub; Body soap; Drying rack for clothing; Backyard; Toaster; High chair; Ethernet connection; Air conditioning; Nespresso machine; Conditioner; Crib; Board games; Free washer ; Free dryer; Travel crib; ],2,2,14,19--March--2022,0
595492,219555,669800,1,172,Centrum-Oost,Entire home,205,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Shower gel; Dedicated workspace; Freezer; Room-darkening shades; Body soap; Waterfront; Laundromat nearby; Single level home; Free parking on premises; Portable fans; Nespresso machine; Elevator; Indoor fireplace; Cleaning before checkout; Outlet covers; Sound system; Premium cable; ],3,3,2,19--November--2021,0
595567,286283,597923,1,251,De Baarsjes - Oud-West,Entire home,228,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Ethernet connection; Air conditioning; Nespresso machine; Board games; Clothing storage; Cleaning before checkout; Game console; ],5,5,1,14--November--2021,0
596487,460146,654137,1,89,De Pijp - Rivierenbuurt,Private room,100,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Fire extinguisher; First aid kit; Microwave; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Shower gel; Cleaning products; Dining table; Hot water kettle; Freezer; Body soap; Lock on bedroom door; Laundromat nearby; Portable fans; Toaster; Ethernet connection; Nespresso machine; Central heating; Conditioner; Board games; Street parking; Clothing storage; ],2,2,39,19--December--2021,0
596939,245220,696557,1,147,Watergraafsmeer,Entire home,92,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Shampoo; Iron; Washer; Carbon monoxide alarm; Private entrance; Stove; TV; Dryer; Dedicated workspace; Patio or balcony; Outdoor furniture; BBQ grill; EV charger; ],2,2,2,23--October--2021,0
597286,253108,643930,1,172,Centrum-West,Entire home,430,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; First aid kit; TV; Dryer; Dedicated workspace; ],2,2,8,12--April--2022,0
597720,220363,713216,1,262,Centrum-Oost,Private room,210,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Host greets you; Paid parking off premises; Dedicated workspace; Lock on bedroom door; EV charger; ],3,3,32,29--May--2022,0
598284,461512,636025,1,36,De Pijp - Rivierenbuurt,Entire home,199,[Towels; Kitchen; Heating; Hangers; Shampoo; Iron; Cooking basics; Washer; Private entrance; TV; Patio or balcony; ],6,6,2,5--September--2021,1
598646,204677,560345,1,242,Watergraafsmeer,Entire home,123,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Refrigerator; Cooking basics; Washer; Oven; Dishwasher; Stove; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Freezer; Outdoor furniture; Waterfront; Drying rack for clothing; Portable fans; Free washer ; Elevator; Security cameras; Clothing storage; ],2,2,7,6--May--2022,0
598683,494944,696912,1,183,Noord-Oost,Entire home,260,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Stove; TV; Dryer; Standard cable; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Drying rack for clothing; Outdoor dining area; Backyard; Free parking on premises; Toaster; High chair; BBQ grill; Free street parking; Ethernet connection; Board games; EV charger; Indoor fireplace; Garden or backyard; Clothing storage; Bikes; Mosquito net; Sound system; Fire pit; ],4,4,3,21--December--2021,0
598785,393532,754546,1,331,Centrum-West,Private room,170,[Wifi; Bed linens; Hot water; Hair dryer; Dishes and silverware; Long term stays allowed; Refrigerator; TV; Dryer; Lock on bedroom door; ],2,2,13,12--January--2022,0
599498,368017,512445,3,135,De Pijp - Rivierenbuurt,Entire home,98,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Long term stays allowed; Shampoo; Iron; Washer; TV; ],25,25,1,25--May--2022,0
599713,349023,754346,1,54,Westerpark,Entire home,69,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; TV; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Body soap; Drying rack for clothing; Portable fans; Toaster; Conditioner; Baking sheet; EV charger; Clothing storage; Cleaning before checkout; Sound system; ],2,2,6,14--November--2021,0
601058,218554,754189,13,176,Westerpark,Entire home,207,[Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Dedicated workspace; Elevator; ],3,3,37,22--May--2022,0
601451,400147,714595,1,256,De Baarsjes - Oud-West,Entire home,245,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; First aid kit; Dishwasher; Microwave; Stove; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Body soap; Backyard; Portable fans; Toaster; Nespresso machine; EV charger; Clothing storage; Cleaning before checkout; Sound system; ],2,2,5,5--October--2021,0
601778,362462,708203,3,300,IJburg - Zeeburgereiland,Entire home,430,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Luggage dropoff allowed; Dedicated workspace; Patio or balcony; Outdoor furniture; Backyard; Free parking on premises; Crib; Travel crib; ],1,1,11,10--January--2022,0
601887,280728,664651,5,348,Buitenveldert - Zuidas,Private room,246,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Fire extinguisher; First aid kit; Private entrance; Microwave; TV; Dryer; Dedicated workspace; High chair; Air conditioning; Crib; Security cameras; Breakfast; Gym; ],1,1,9,27--May--2022,0
602284,294936,611897,1,95,Oostelijk Havengebied - Indische Buurt,Entire home,155,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Private entrance; TV; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Patio or balcony; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Backyard; Portable fans; BBQ grill; Garden or backyard; Sound system; ],2,2,10,29--May--2022,0
602344,491428,542438,6,265,Watergraafsmeer,Private room,265,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Dedicated workspace; Air conditioning; Crib; Travel crib; ],2,2,21,22--May--2022,1
602765,204802,604962,6,270,Watergraafsmeer,Private room,286,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Dedicated workspace; Air conditioning; Crib; Travel crib; ],2,2,14,15--May--2022,0
605930,234831,674803,1,289,Geuzenveld - Slotermeer,Entire home,331,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Long term stays allowed; Shampoo; Cooking basics; Washer; Private entrance; TV; Dryer; Dedicated workspace; Backyard; Free parking on premises; High chair; Crib; Travel crib; Breakfast; ],3,3,3,9--May--2022,0
606863,403244,659816,1,152,Centrum-West,Entire home,95,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Dryer; Shower gel; Cleaning products; Dedicated workspace; Bathtub; Body soap; Free washer ; Sound system; ],2,2,6,24--May--2022,0
606864,382473,673110,6,209,Centrum-West,Private room,144,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Coffee maker; Shampoo; Carbon monoxide alarm; Private entrance; Dryer; Lock on bedroom door; ],1,1,25,25--January--2022,0
607003,269250,591068,6,204,Centrum-West,Private room,164,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Carbon monoxide alarm; Private entrance; Dryer; Lock on bedroom door; ],1,1,19,21--April--2022,0
607480,432650,773197,1,292,Gaasperdam - Driemond,Entire home,112,[Towels; Wifi; Bed linens; Kitchen; Heating; Hot water; Hair dryer; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Bathtub; Drying rack for clothing; Single level home; Lockbox; Free parking on premises; High chair; Free street parking; Ethernet connection; Baking sheet; Board games; Elevator; Cleaning before checkout; Game console; Sound system; ],2,2,1,3--March--2022,0
607761,328607,519551,2,176,Centrum-West,Private room,251,[Towels; Wifi; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Dryer; Host greets you; Dedicated workspace; Lock on bedroom door; Security cameras; ],1,1,49,21--May--2022,1
608059,289213,759224,2,240,Westerpark,Entire home,112,[Towels; Bed linens; Kitchen; Dishes and silverware; Long term stays allowed; Cooking basics; First aid kit; ],2,2,2,16--May--2022,1
608060,257907,674518,5,62,Centrum-West,Hotel room,308,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Room-darkening shades; Body soap; High chair; Ethernet connection; Air conditioning; Nespresso machine; Conditioner; Crib; Travel crib; Clothing storage; Safe; Building staff; Sound system; ],1,1,4,9--January--2022,1
608089,208992,796818,5,62,Centrum-West,Private room,260,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Room-darkening shades; Body soap; Lock on bedroom door; High chair; Ethernet connection; Air conditioning; Nespresso machine; Conditioner; Crib; Travel crib; Clothing storage; Safe; Building staff; Sound system; ],1,1,43,28--November--2021,1
608092,490694,673433,6,355,Zuid,Private room,306,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Room-darkening shades; Body soap; Lock on bedroom door; High chair; Air conditioning; Nespresso machine; Conditioner; Crib; Travel crib; Clothing storage; Safe; Building staff; Sound system; ],1,1,17,18--May--2022,0
609745,249870,742486,2,232,Westerpark,Entire home,252,[Towels; Wifi; Kitchen; Heating; Hair dryer; Long term stays allowed; Iron; Washer; Private entrance; Dryer; Patio or balcony; ],3,3,8,8--May--2022,0
610389,407167,724476,1,49,De Pijp - Rivierenbuurt,Entire home,228,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Shampoo; Iron; Washer; Carbon monoxide alarm; First aid kit; Private entrance; TV; Dryer; Dedicated workspace; Patio or balcony; ],2,2,9,24--November--2021,0
611041,226993,789616,3,283,De Pijp - Rivierenbuurt,Entire home,353,[Towels; Wifi; Kitchen; Smoke alarm; Long term stays allowed; Refrigerator; Washer; Oven; TV; Host greets you; Bathtub; Security cameras; ],7,7,6,17--April--2022,0
614091,418066,742251,5,226,De Pijp - Rivierenbuurt,Entire home,277,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Paid parking off premises; Shower gel; Dedicated workspace; Patio or balcony; Single level home; Crib; Security cameras; ],7,7,7,2--May--2022,0
619512,209088,585180,5,255,De Pijp - Rivierenbuurt,Entire home,203,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Paid parking off premises; Shower gel; Dedicated workspace; Dining table; Wine glasses; Freezer; Bathtub; Single level home; Nespresso machine; Conditioner; Crib; Security cameras; Clothing storage; Safe; ],7,7,2,18--March--2022,0
620403,249923,548671,5,243,De Pijp - Rivierenbuurt,Entire home,501,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Paid parking off premises; Shower gel; Dedicated workspace; Dining table; Wine glasses; Freezer; Outdoor furniture; Bathtub; Body soap; Backyard; Nespresso machine; Conditioner; Crib; Security cameras; Clothing storage; Safe; ],7,7,6,6--May--2022,1
620952,208147,783113,3,217,Centrum-West,Entire home,254,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Paid parking off premises; Shower gel; Dedicated workspace; Dining table; Wine glasses; Freezer; Body soap; Nespresso machine; Conditioner; Crib; Security cameras; Clothing storage; Safe; ],7,7,2,9--February--2022,0
