property_id,host_id,guest_id,total_listings,availability,neighbourhood,type,price,amenities,booked_nights,stay_nights,propery_reviews,last_review,complaint
852365,232369,651840,1,297,Bos en Lommer,Entire home,393,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Paid parking off premises; Patio or balcony; Outdoor furniture; Outdoor dining area; BBQ grill; Fire pit; ],3,3,17,19--October--2019,0
852615,217705,552052,1,78,Oud-Oost,Private room,110,[Wifi; Bed linens; Smoke alarm; Extra pillows and blankets; Host greets you; ],2,2,1,30--January--2022,0
853810,390842,755262,4,267,De Aker - Nieuw Sloten,Private room,69,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; First aid kit; TV; Dryer; Lock on bedroom door; Lockbox; Free parking on premises; Security cameras; ],2,2,7,17--November--2021,0
853975,471790,509188,1,31,Oud-Oost,Entire home,191,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Long term stays allowed; Refrigerator; Shampoo; Carbon monoxide alarm; Host greets you; Paid parking off premises; ],2,2,22,20--January--2022,0
853991,277979,549384,2,199,De Pijp - Rivierenbuurt,Private room,109,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Paid parking off premises; Shower gel; Dedicated workspace; Body soap; Lock on bedroom door; Waterfront; Single level home; Lockbox; ],2,2,161,31--May--2022,0
854456,444079,629143,1,289,Westerpark,Entire home,177,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Room-darkening shades; Body soap; Waterfront; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Single level home; Portable fans; Toaster; Ethernet connection; Central heating; Baking sheet; Board games; Free washer ; Elevator; EV charger; Barbecue utensils; Netflix; Mosquito net; Game console; Sound system; ],2,2,12,19--June--2021,0
854663,476624,583152,2,92,Oud-Noord,Private room,165,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Fire extinguisher; Dryer; Host greets you; Free parking on premises; ],3,3,2,15--June--2021,0
855117,391221,799476,7,51,Noord-West,Entire home,291,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Private entrance; Microwave; Stove; Dryer; Luggage dropoff allowed; Dedicated workspace; Patio or balcony; Outdoor furniture; Single level home; Lockbox; Backyard; Free parking on premises; High chair; BBQ grill; Free street parking; Crib; Security cameras; Travel crib; ],1,1,63,2--December--2021,0
855947,457825,647060,1,192,Centrum-Oost,Private room,257,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Cleaning products; Dining table; Wine glasses; Patio or balcony; Freezer; Outdoor furniture; Lock on bedroom door; Waterfront; Laundromat nearby; Single level home; Lockbox; Portable fans; Toaster; Crib; Indoor fireplace; Security cameras; Travel crib; ],2,2,106,31--May--2022,1
856363,483331,507740,1,140,De Pijp - Rivierenbuurt,Entire home,180,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Private entrance; Microwave; TV; Dryer; Patio or balcony; ],4,4,22,21--May--2022,0
856581,472367,628521,1,85,De Pijp - Rivierenbuurt,Entire home,193,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Patio or balcony; Lockbox; Ethernet connection; Air conditioning; Indoor fireplace; ],3,3,123,20--March--2022,0
856930,287544,510759,1,284,De Baarsjes - Oud-West,Private room,149,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Dishwasher; Microwave; Stove; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Dining table; Wine glasses; Hot water kettle; Freezer; Room-darkening shades; Drying rack for clothing; Portable fans; Central heating; Conditioner; Board games; Free washer ; Clothing storage; Piano; Game console; Sound system; ],1,1,11,10--May--2022,0
857084,476134,737464,1,161,Watergraafsmeer,Private room,106,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; Microwave; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Shower gel; Cleaning products; Wine glasses; Patio or balcony; Hot water kettle; Outdoor furniture; Body soap; Drying rack for clothing; Free parking on premises; Portable fans; Free street parking; Central heating; Free washer ; Clothing storage; ],2,2,80,1--June--2022,0
857089,296899,626957,2,37,Centrum-West,Private room,173,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Freezer; Room-darkening shades; Body soap; Lock on bedroom door; Waterfront; Laundromat nearby; Portable fans; Ethernet connection; Air conditioning; Conditioner; Board games; Free washer ; Free dryer; Security cameras; Mini fridge; Clothing storage; Cleaning before checkout; Building staff; ],1,1,156,13--May--2022,0
857301,270299,530959,1,187,Noord-West,Entire home,120,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Stove; TV; Dryer; Host greets you; Bathtub; Room-darkening shades; Backyard; Free parking on premises; High chair; Free street parking; Outlet covers; Changing table; ],3,3,7,3--January--2022,0
857319,493343,567413,1,127,Bos en Lommer,Entire home,153,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Paid parking off premises; Patio or balcony; Single level home; Lockbox; ],2,2,20,29--May--2022,0
857593,275242,724509,1,150,IJburg - Zeeburgereiland,Private room,140,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Carbon monoxide alarm; Oven; First aid kit; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Patio or balcony; Lock on bedroom door; Waterfront; Lockbox; Backyard; Free parking on premises; Ethernet connection; ],2,2,26,30--November--2021,0
858846,219966,563733,1,269,Westerpark,Entire home,277,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; TV; Dryer; Host greets you; Paid parking off premises; High chair; ],4,4,6,28--December--2019,0
858938,331841,662739,2,195,Centrum-Oost,Private room,172,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Shower gel; Patio or balcony; Lock on bedroom door; Lockbox; Security cameras; ],1,1,259,17--December--2021,0
858950,484378,603062,5,345,Centrum-Oost,Private room,78,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; Microwave; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Paid parking off premises; Shower gel; Freezer; Room-darkening shades; Body soap; Lock on bedroom door; Drying rack for clothing; Laundromat nearby; Lockbox; Portable fans; Free dryer; Mini fridge; Bikes; ],1,1,332,1--October--2021,0
859000,445206,511478,1,97,Centrum-West,Entire home,472,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Paid parking off premises; Patio or balcony; Outdoor furniture; Outdoor dining area; BBQ grill; Indoor fireplace; ],4,4,35,25--November--2021,1
859114,296823,635707,2,170,Centrum-Oost,Private room,186,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Microwave; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Lock on bedroom door; Drying rack for clothing; Laundromat nearby; Lockbox; Portable fans; Nespresso machine; Conditioner; Free washer ; Street parking; Free dryer; Security cameras; Mini fridge; Clothing storage; Netflix; Safe; ],1,1,313,20--November--2021,0
859305,487669,616188,1,66,IJburg - Zeeburgereiland,Private room,88,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Dedicated workspace; Lock on bedroom door; Backyard; Free parking on premises; Free street parking; Breakfast; ],2,2,78,28--February--2022,0
859819,350797,518013,3,95,Centrum-Oost,Entire home,263,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hangers; Dishes and silverware; Long term stays allowed; Cooking basics; Washer; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Shower gel; Lockbox; ],3,3,18,25--January--2022,0
860051,340368,621839,1,48,De Baarsjes - Oud-West,Entire home,322,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Shampoo; Iron; Washer; Carbon monoxide alarm; Private entrance; TV; Dryer; Paid parking off premises; Bathtub; Room-darkening shades; ],4,4,20,21--May--2021,0
860567,416446,568563,1,177,Bijlmer-Oost,Private room,150,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Carbon monoxide alarm; First aid kit; TV; Dryer; Lockbox; Free parking on premises; Indoor fireplace; ],2,2,33,30--April--2022,0
860888,345114,780035,3,77,Gaasperdam - Driemond,Entire home,346,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Dryer; Luggage dropoff allowed; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Waterfront; Drying rack for clothing; Outdoor dining area; Backyard; Free parking on premises; Portable fans; Toaster; High chair; BBQ grill; Air conditioning; Nespresso machine; Baking sheet; Crib; Travel crib; Babysitter recommendations; Clothing storage; Barbecue utensils; Baby bath; Safe; Baby safety gates; Mosquito net; Boat slip; ],3,3,90,22--May--2022,1
861162,354038,697223,1,231,De Baarsjes - Oud-West,Private room,297,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Dishwasher; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Lock on bedroom door; Portable fans; Air conditioning; Nespresso machine; Conditioner; Crib; Free washer ; Free dryer; ],2,2,60,23--October--2021,0
861706,373216,798035,1,181,IJburg - Zeeburgereiland,Entire home,157,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dedicated workspace; Patio or balcony; Bathtub; Body soap; Drying rack for clothing; Backyard; Free parking on premises; BBQ grill; Free street parking; Ethernet connection; Conditioner; Baking sheet; Indoor fireplace; Clothing storage; Barbecue utensils; ],2,2,15,2--May--2022,0
862550,287851,754822,1,259,Noord-West,Entire home,103,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; First aid kit; Private entrance; Stove; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Shower gel; Waterfront; Lockbox; Backyard; Free parking on premises; Free street parking; ],3,3,158,29--May--2022,0
863051,479062,654377,2,230,De Pijp - Rivierenbuurt,Entire home,204,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Fire extinguisher; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Bathtub; Room-darkening shades; Body soap; Drying rack for clothing; Portable fans; Toaster; Ethernet connection; Crib; Mosquito net; ],3,3,65,26--March--2022,0
863191,315179,591870,1,169,Centrum-West,Private room,100,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Refrigerator; Coffee maker; Shampoo; Fire extinguisher; Extra pillows and blankets; Dryer; Host greets you; Paid parking off premises; Shower gel; ],1,1,65,17--April--2022,0
863507,248689,507377,1,114,De Baarsjes - Oud-West,Entire home,118,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Room-darkening shades; Body soap; Waterfront; Laundromat nearby; Toaster; Nespresso machine; Central heating; Conditioner; EV charger; Street parking; Clothing storage; ],2,2,15,3--January--2022,0
863800,436441,696337,1,70,Centrum-West,Private room,153,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Patio or balcony; Outdoor furniture; Lock on bedroom door; Waterfront; Lockbox; Backyard; Garden or backyard; Babysitter recommendations; ],1,1,570,11--December--2021,0
864304,366461,714523,1,171,IJburg - Zeeburgereiland,Entire home,230,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Paid parking off premises; Patio or balcony; Bathtub; Backyard; Free parking on premises; BBQ grill; Ethernet connection; Changing table; ],5,5,5,28--November--2021,0
864670,390190,746757,1,98,Watergraafsmeer,Entire home,204,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Shower gel; Patio or balcony; Bathtub; Room-darkening shades; High chair; Ethernet connection; Window guards; ],5,5,10,25--October--2021,0
865013,476889,724114,4,81,Osdorp,Entire home,92,[Towels; Wifi; Bed linens; Kitchen; Heating; Hair dryer; Dishes and silverware; Long term stays allowed; Shampoo; Cooking basics; Washer; TV; Dryer; Free parking on premises; ],1,1,18,22--May--2022,1
865088,350107,624979,1,124,Centrum-West,Entire home,228,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Cooking basics; Washer; Fire extinguisher; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Bathtub; Body soap; Laundromat nearby; Nespresso machine; Clothing storage; ],2,2,45,16--January--2022,0
865133,278025,698139,1,186,Watergraafsmeer,Entire home,323,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; ],3,3,1,16--February--2020,0
865245,327638,571781,1,176,De Pijp - Rivierenbuurt,Entire home,182,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Fire extinguisher; Oven; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Patio or balcony; Lockbox; Crib; Travel crib; ],2,2,11,27--July--2020,0
865503,433537,558469,1,267,Centrum-Oost,Private room,162,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Shampoo; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Luggage dropoff allowed; Paid parking off premises; Lock on bedroom door; Air conditioning; Smart lock; ],2,2,124,16--January--2022,0
865972,458208,714978,1,256,De Baarsjes - Oud-West,Private room,157,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Patio or balcony; Lock on bedroom door; Crib; ],1,1,100,27--August--2021,0
866261,403928,523470,1,51,De Baarsjes - Oud-West,Shared room,75,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; Stove; TV; Dryer; Patio or balcony; Outdoor furniture; Lock on bedroom door; BBQ grill; Air conditioning; Elevator; ],7,4,5,30--November--2021,1
866452,296513,500965,1,43,De Baarsjes - Oud-West,Entire home,265,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Dryer; Standard cable; Bathtub; Room-darkening shades; Backyard; High chair; Crib; Babysitter recommendations; Baby bath; Changing table; Safe; Baby safety gates; ],3,3,13,16--February--2020,0
866593,473537,651258,1,24,De Pijp - Rivierenbuurt,Entire home,305,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; First aid kit; Microwave; TV; Dryer; Host greets you; Paid parking off premises; Patio or balcony; ],3,3,13,30--May--2022,0
867163,467992,737080,1,148,IJburg - Zeeburgereiland,Private room,80,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Microwave; TV; Dryer; Host greets you; Paid parking off premises; Patio or balcony; Outdoor furniture; Lock on bedroom door; Waterfront; Outdoor dining area; Single level home; Lockbox; Free parking on premises; ],2,1,15,6--November--2021,0
867328,274258,553544,1,263,Oostelijk Havengebied - Indische Buurt,Entire home,287,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hangers; Dishes and silverware; Long term stays allowed; Shampoo; Iron; Washer; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Patio or balcony; ],2,2,21,29--April--2022,0
867415,250872,794903,1,179,De Pijp - Rivierenbuurt,Entire home,240,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Fire extinguisher; Oven; First aid kit; Dishwasher; Stove; TV; Dryer; Standard cable; Free parking on premises; ],2,2,18,8--February--2022,0
867573,424749,500133,1,324,Zuid,Private room,120,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Dryer; Host greets you; Paid parking off premises; Lock on bedroom door; ],2,2,37,25--November--2021,0
867817,359150,553838,1,34,De Baarsjes - Oud-West,Entire home,210,[Towels; Wifi; Kitchen; Heating; Hair dryer; Hangers; Iron; Washer; Fire extinguisher; First aid kit; TV; Dryer; Host greets you; ],3,3,18,28--April--2019,0
867851,387066,505431,1,293,Centrum-Oost,Private room,75,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Carbon monoxide alarm; Fire extinguisher; First aid kit; Extra pillows and blankets; Dryer; Host greets you; Patio or balcony; Lock on bedroom door; ],2,2,132,8--May--2022,0
868199,231720,696678,1,294,Centrum-West,Entire home,119,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Long term stays allowed; Refrigerator; Cooking basics; Washer; Private entrance; Stove; TV; ],3,3,10,14--November--2021,0
868338,410802,622128,1,71,Noord-West,Entire home,220,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Waterfront; Drying rack for clothing; Outdoor dining area; Backyard; Free parking on premises; Portable fans; Toaster; High chair; BBQ grill; Free street parking; Board games; Indoor fireplace; Babysitter recommendations; Clothing storage; Barbecue utensils; Bikes; Mosquito net; Game console; Sound system; Fire pit; ],6,6,3,1--May--2022,0
868360,332688,580104,2,45,Zuid,Private room,120,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Paid parking off premises; Waterfront; Lockbox; ],1,1,116,20--May--2022,0
869067,264169,561493,1,202,Oud-Noord,Private room,128,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Fire extinguisher; Oven; First aid kit; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Outdoor furniture; Bathtub; Body soap; Laundromat nearby; Portable fans; Toaster; High chair; Ethernet connection; Nespresso machine; Central heating; Crib; Travel crib; Clothing storage; Outlet covers; Changing table; Safe; Baby safety gates; ],2,2,161,31--May--2022,0
870527,219547,595282,1,191,De Pijp - Rivierenbuurt,Private room,81,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Backyard; BBQ grill; Central heating; Baking sheet; Street parking; Garden or backyard; Clothing storage; Piano; Sound system; Fire pit; ],3,3,25,5--October--2021,0
870665,490714,656048,1,175,Centrum-Oost,Private room,250,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Bathtub; Lock on bedroom door; Waterfront; Outdoor dining area; Lockbox; Backyard; BBQ grill; EV charger; Babysitter recommendations; Fire pit; ],4,4,130,13--May--2022,0
