Stn_name,Date,Hour,Temp
TLV,2021-01-02,00:40,15.2
TLV,2021-01-02,00:50,15.3
TLV,2021-01-02,01:00,15.3
TLV,2021-01-02,01:10,15.2
TLV,2021-01-02,01:20,15.3
TLV,2021-01-02,01:30,15.3
TLV,2021-01-02,01:40,15.4
TLV,2021-01-02,01:50,15.3
TLV,2021-01-02,02:00,15.4
TLV,2021-01-02,02:10,15.4
TLV,2021-01-02,02:20,15.4
TLV,2021-01-02,02:30,15.1
TLV,2021-01-02,02:40,14.9
TLV,2021-01-02,02:50,14.6
TLV,2021-01-02,03:00,14.3
TLV,2021-01-02,03:10,14.2
TLV,2021-01-02,03:20,14.1
TLV,2021-01-02,03:30,14.1
TLV,2021-01-02,03:40,14
TLV,2021-01-02,03:50,13.9
TLV,2021-01-02,04:00,14
TLV,2021-01-02,04:10,14.1
TLV,2021-01-02,04:20,14.1
TLV,2021-01-02,04:30,14.2
TLV,2021-01-02,04:40,14.2
TLV,2021-01-02,04:50,14
TLV,2021-01-02,05:00,13.9
TLV,2021-01-02,05:10,13.9
TLV,2021-01-02,05:20,13.9
TLV,2021-01-02,05:30,13.7
TLV,2021-01-02,05:40,13.6
TLV,2021-01-02,05:50,13.6
TLV,2021-01-02,06:00,13.7
TLV,2021-01-02,06:10,13.7
TLV,2021-01-02,06:20,13.6
TLV,2021-01-02,06:30,13.5
TLV,2021-01-02,06:40,13.6
TLV,2021-01-02,06:50,13.8
TLV,2021-01-02,07:00,14
TLV,2021-01-02,07:10,13.9
TLV,2021-01-02,07:20,13.8
TLV,2021-01-02,07:30,14
TLV,2021-01-02,07:40,14.4
TLV,2021-01-02,07:50,14.5
TLV,2021-01-02,08:00,14.8
TLV,2021-01-02,08:10,15.2
TLV,2021-01-02,08:20,15.5
TLV,2021-01-02,08:30,15.6
TLV,2021-01-02,08:40,15.6
TLV,2021-01-02,08:50,16
TLV,2021-01-02,09:00,16.5
TLV,2021-01-02,09:10,16.9
TLV,2021-01-02,09:20,17
TLV,2021-01-02,09:30,17.6
TLV,2021-01-02,09:40,18.1
TLV,2021-01-02,09:50,17.8
TLV,2021-01-02,10:00,18.2
TLV,2021-01-02,10:10,19.2
TLV,2021-01-02,10:20,19.4
TLV,2021-01-02,10:30,19.2
TLV,2021-01-02,10:40,19.7
TLV,2021-01-02,10:50,20.2
TLV,2021-01-02,11:00,20
TLV,2021-01-02,11:10,19.4
TLV,2021-01-02,11:20,19.4
TLV,2021-01-02,11:30,19.5
TLV,2021-01-02,11:40,19.3
TLV,2021-01-02,11:50,19.2
TLV,2021-01-02,12:00,19.1
TLV,2021-01-02,12:10,19.6
TLV,2021-01-02,12:20,20
TLV,2021-01-02,12:30,19.5
TLV,2021-01-02,12:40,19.7
TLV,2021-01-02,12:50,19.6
TLV,2021-01-02,13:00,19.8
TLV,2021-01-02,13:10,20.2
TLV,2021-01-02,13:20,20.7
TLV,2021-01-02,13:30,20.9
TLV,2021-01-02,13:40,20.8
TLV,2021-01-02,13:50,20.8
TLV,2021-01-02,14:00,20.9
TLV,2021-01-02,14:10,21
TLV,2021-01-02,14:20,20.7
TLV,2021-01-02,14:30,20.6
TLV,2021-01-02,14:40,20.7
TLV,2021-01-02,14:50,20.6
TLV,2021-01-02,15:00,20.5
TLV,2021-01-02,15:10,20.6
TLV,2021-01-02,15:20,20.8
TLV,2021-01-02,15:30,20.7
TLV,2021-01-02,15:40,20.6
TLV,2021-01-02,15:50,20.6
TLV,2021-01-02,16:00,20.4
TLV,2021-01-02,16:10,20.2
TLV,2021-01-02,16:20,20
TLV,2021-01-02,16:30,19.9
TLV,2021-01-02,16:40,19.8
TLV,2021-01-02,16:50,19.7
TLV,2021-01-02,17:00,19.7
TLV,2021-01-02,17:10,19.7
TLV,2021-01-02,17:20,19.7
TLV,2021-01-02,17:30,19.8
TLV,2021-01-02,17:40,19.8
TLV,2021-01-02,17:50,19.9
TLV,2021-01-02,18:00,20.1
TLV,2021-01-02,18:10,20.1
TLV,2021-01-02,18:20,20.3
TLV,2021-01-02,18:30,20.1
TLV,2021-01-02,18:40,19.9
TLV,2021-01-02,18:50,19.6
TLV,2021-01-02,19:00,19.3
TLV,2021-01-02,19:10,18.9
TLV,2021-01-02,19:20,18.3
TLV,2021-01-02,19:30,17.7
TLV,2021-01-02,19:40,17.4
TLV,2021-01-02,19:50,17.2
TLV,2021-01-02,20:00,16.9
TLV,2021-01-02,20:10,16.7
TLV,2021-01-02,20:20,16.6
TLV,2021-01-02,20:30,16.6
TLV,2021-01-02,20:40,16.6
TLV,2021-01-02,20:50,16.5
TLV,2021-01-02,21:00,16.4
TLV,2021-01-02,21:10,16.5
TLV,2021-01-02,21:20,16.5
TLV,2021-01-02,21:30,16.3
TLV,2021-01-02,21:40,16.2
TLV,2021-01-02,21:50,16
TLV,2021-01-02,22:00,16
TLV,2021-01-02,22:10,15.9
TLV,2021-01-02,22:20,15.9
TLV,2021-01-02,22:30,15.7
TLV,2021-01-02,22:40,15.5
TLV,2021-01-02,22:50,15.5
TLV,2021-01-02,23:00,15.5
TLV,2021-01-02,23:10,15.3
TLV,2021-01-02,23:20,15.4
TLV,2021-01-02,23:30,15.4
TLV,2021-01-02,23:40,15
TLV,2021-01-02,23:50,15.1
TLV,2021-01-03,00:00,15
TLV,2021-01-03,00:10,15
TLV,2021-01-03,00:20,15
TLV,2021-01-03,00:30,15.1
TLV,2021-01-03,00:40,15.1
TLV,2021-01-03,00:50,15
TLV,2021-01-03,01:00,15.1
TLV,2021-01-03,01:10,14.9
TLV,2021-01-03,01:20,15
TLV,2021-01-03,01:30,15
TLV,2021-01-03,01:40,15.1
TLV,2021-01-03,01:50,15
TLV,2021-01-03,02:00,14.9
TLV,2021-01-03,02:10,14.9
TLV,2021-01-03,02:20,14.8
TLV,2021-01-03,02:30,14.8
TLV,2021-01-03,02:40,14.8
TLV,2021-01-03,02:50,14.7
TLV,2021-01-03,03:00,14.7
TLV,2021-01-03,03:10,14.7
TLV,2021-01-03,03:20,14.7
TLV,2021-01-03,03:30,14.7
TLV,2021-01-03,03:40,14.7
