date,amount,currency,merchant,description,id,reportedBalance,,
31/03/2023,70.44,USD,ACH transfer from AFTERPAY 1217,,MeywdrndA6HrPXkO0xkZSzjBLrR4kKt0Ykjo1,2132.56,,
31/03/2023,281.07,USD,Shopify Payments payout,,XeJ0KBnKMAHXDqZbxEZYu10R65xR7NsaLrV9y,2132.56,,
31/03/2023,12.82,USD,Shopify Payments payout,,MeywdrndA6HrPXkO0xknUnrrzVJLAwfXyxDZD,2132.56,,
31/03/2023,195.96,USD,Shop Pay Installments payout,,OekL65n60DHBL7vQxYvOF90wJ1RLpOCpRN6yA,2132.56,,
31/03/2023,121.94,USD,Shopify Payments payout,,JeqAEbvEOmHZOE37QN30iXddN3zg0ZCmVj6J7,2132.56,,
31/03/2023,61.47,USD,Shopify Payments payout,,Ee6A71m7JvH8reD1XODjFXZo41wjPMHdD5yxB,2132.56,,
31/03/2023,230.97,USD,Shopify Payments payout,,b3OvJ1DJKnh5KZEVMvEohkooeJYOzZtJv0NEo,2132.56,,
31/03/2023,107.55,USD,Shopify Payments payout,,NYK6wrnwQLHM1xAP67AninNMX6nwz4Hyz48dq,2132.56,,
31/03/2023,59.69,USD,Shopify Payments payout,,89m70RA01wU3BPmon9m8T688Xd0Bm1fxrMpbJ,2132.56,,
31/03/2023,477.47,USD,ACH transfer from Sezzle,,pZBYQ08QdJtjDgAeOZA4u85RoA8pgxUALRm6L,2132.56,,
31/03/2023,19.15,USD,Shopify Payments payout,,Re0P16n14qH7K6r3QYrRtjbrB7NgQZU93dvwO,2132.56,,
31/03/2023,101.67,USD,Shopify Payments payout,,Yd8xk9nkrvFpMo5xBE5nT8wE9LnErMUqXeaog,2132.56,,
31/03/2023,-149,USD,KAJABI BASIC MONTHLY,,XeJ0KBnKMAHXDqZbxEZ7CPvRzNPOpVIzj9KXq,2132.56,,
31/03/2023,23.45,USD,Shopify Payments payout,,Veav3yn3AKH6AvJrQEJxTA66p4zJ3vh4De61D,2132.56,,
30/03/2023,110.07,USD,Shopify Payments payout,,wV09Po8PjDCpKJvqYDv1TX614j8w4ZCykkjR5,1732.71,,
30/03/2023,-54,USD,SUNSHINE ELECTRONICS,,XeJ0KBnKMAHXDqZbxEZYuXYdP8rMPqC0993zo,1732.71,,
30/03/2023,-150.05,USD,ACCESSORY HOUSE SUPER STO,,ekRv5gq5KJuoyOXe4rXmtrYnBm65BOfkRR84B,1732.71,,
30/03/2023,-11.25,USD,WONATRADING,,0J45qb1qEAHwdy4veA4eTA0Ajx9e4zi9Voa3Q,1732.71,,
30/03/2023,153.3,USD,Shopify Payments payout,,AeQB5p15myH4rMdg8Jd8soRobgLNApcwbQ0KP,1732.71,,
30/03/2023,-168.58,USD,SHOPIFY* 170671202,,Yd8xk9nkrvFpMo5xBE5nTpNJm7P5mofwooKzb,1732.71,,
30/03/2023,60.75,USD,Shop Pay Installments payout,,JeqAEbvEOmHZOE37QN3QcAyzqwd4k7U0nLQxY,1732.71,,
30/03/2023,-436,USD,FUJIANZHONG,,jr609vk9dbUAj1L9OvLOiBxBdmMgZ7fv1mX9P,1732.71,,
30/03/2023,-316.5,USD,EXPO WHOLESALE & IMPORT,,zY4j3vV3oqHPYobyeAbnCAYxBRVwB4Sdjj6Mr,1732.71,,
30/03/2023,80.49,USD,ACH transfer from Sezzle,,v9v51m81oLU8AwpPjepjTLpLg0ABz9IpkzjEd,1732.71,,
30/03/2023,-228.8,USD,S W TRADING/ACCSSRY PLZ,,NYK6wrnwQLHM1xAP67AztDPonkjJneIx441yV,1732.71,,
30/03/2023,22.52,USD,Shopify Payments payout,,mx1rMa0MgoIRwQyeXbyBhAmovNwLvQS3KKL8n,1732.71,,
29/03/2023,-187,USD,S W TRADING/ACCSSRY PLZ,,zY4j3vV3oqHPYobyeAbJHLaJYgpOdkHnjLn8p,151.58,,
29/03/2023,35.52,USD,Shopify Payments payout,,OekL65n60DHBL7vQxYvVfOnVMNx3x5Ipy6zvY,151.58,,
29/03/2023,57.47,USD,Shopify Payments payout,,MeywdrndA6HrPXkO0xkKTbvErXddNZf0XEmAa,151.58,,
29/03/2023,80.64,USD,Shopify Payments payout,,wV09Po8PjDCpKJvqYDv3iA3d65moQJTvkwv8x,151.58,,
29/03/2023,39.23,USD,Shopify Payments payout,,Qev1DwXDQPH1dQjJeYjXFkLj1meewYT9O60Qv,151.58,,
29/03/2023,256.32,USD,ACH transfer from Sezzle,,nJPxERjEDbHKAJremwrxIYNzpv55RECjBoLmo,151.58,,
29/03/2023,103.37,USD,Shopify Payments payout,,Veav3yn3AKH6AvJrQEJbtMKXNB4E4OfnV9d3m,151.58,,
29/03/2023,123.01,USD,ACH transfer from AFTERPAY 1217,,jr609vk9dbUAj1L9OvMBc7w0eEjZ0Mfvoz4x7,151.58,,
29/03/2023,-10,USD,USPS STAMPS ENDICIA,,mx1rMa0MgoIRwQyeXbyLug1jm7ZMYnuvK9v6a,151.58,,
29/03/2023,232.55,USD,Shopify Payments payout,,dKE4ZAPZgRip31o7X4okiO8ZA90bQgTQ7gQvx,151.58,,
29/03/2023,233.91,USD,Shopify Payments payout,,0J45qb1qEAHwdy4veAnkiz758Yp459t9z7Lpw,151.58,,
29/03/2023,104.92,USD,Shopify Payments payout,,77onvNkvgdIMqkp19VpLId4aLX1N1nC8e1aJn,151.58,,
28/03/2023,332.74,USD,ACH transfer from AFTERPAY 1217,,dKE4ZAPZgRip31o7X4YdckbLQ78wJbUoJKADN,1556.91,,
28/03/2023,422.6,USD,ACH transfer from Sezzle,,6g5NAzKABasqx45D61agtoreXRkaPrIA1wnYk,1556.91,,
28/03/2023,-50,USD,USPS STAMPS ENDICIA,,gvn9bg3bAJfA9rgenKpwcPavnJoeQrtK4OPnQ,1556.91,,
28/03/2023,111.4,USD,ACH transfer from AFTERPAY 1217,,wV09Po8PjDCpKJvqYD8AcRowQ73OboHRpK7rD,1556.91,,
28/03/2023,-311.4,USD,S W TRADING/ACCSSRY PLZ,,77onvNkvgdIMqkp19V6QhOy8g3xANwF5kRXpd,1556.91,,
28/03/2023,-40.75,USD,USPS STAMPS ENDICIA,,b3OvJ1DJKnh5KZEVMv7ks3EOe94VvZHDrL3KR,1556.91,,
28/03/2023,-22.47,USD,Little Caesar's,,o8mVRBOR1JtkJdv7zZgVsbdmy4KJoPUbQMqKm,1556.91,,
27/03/2023,92.41,USD,Shop Pay Installments payout,,nJPxERjEDbHKAJremw5JuRppBYzAAJUpqKAdn,1166.64,,
27/03/2023,475.67,USD,Shopify Payments payout,,pZBYQ08QdJtjDgAeOZVgTwDmmQPwzOC7ao1LD,1166.64,,
27/03/2023,497.3,USD,ACH transfer from Sezzle,,pZBYQ08QdJtjDgAeOZVgTmbb3w9JJOi4QRJBL,1166.64,,
27/03/2023,75.92,USD,Shopify Payments payout,,XeJ0KBnKMAHXDqZbxEAqFoXX6g3aaqSaP94eq,1166.64,,
26/03/2023,-117,USD,USPS STAMPS ENDICIA,,0J45qb1qEAHwdy4veAnBIxAzxa5JPwC9JMvD1,1305.31,,
26/03/2023,-150,USD,USPS STAMPS ENDICIA,,royKwx8w7JcAmvrB71gdCKd7KZbkqzFrbJwn9,1305.31,,
26/03/2023,-30,USD,USPS STAMPS ENDICIA,,v9v51m81oLU8AwpPjeDLI0L90o8r3efpgB0vK,1305.31,,
26/03/2023,-21.44,USD,Amazon,,jr609vk9dbUAj1L9OvMRCmB7mR0aVYtv3Vjbp,1305.31,,
25/03/2023,79.89,USD,Shopify Payments payout,,18aNBZPBzvt6pea04d1muv5MNPegy1CgeKQrV,556.14,,
25/03/2023,71.49,USD,Shopify Payments payout,,wV09Po8PjDCpKJvqYD8jCwk74qx3gyHKd0kQM,556.14,,
25/03/2023,97.77,USD,Shopify Payments payout,,dKE4ZAPZgRip31o7X4YOCLn7Ypq8aPUK0X7Y8,556.14,,
25/03/2023,-16,USD,USPS STAMPS ENDICIA,,mx1rMa0MgoIRwQyeXbrxTL4OvR51ErUBrgKb3,556.14,,
25/03/2023,70.29,USD,Shopify Payments payout,,wV09Po8PjDCpKJvqYD8jCAYxzdPBJ9Tvj1qJ0,556.14,,
25/03/2023,-10,USD,USPS STAMPS ENDICIA,,zY4j3vV3oqHPYobyeAqRTwymB3eaXDHvA0jen,556.14,,
25/03/2023,26.4,USD,Shopify Payments payout,,dKE4ZAPZgRip31o7X4YOCONqmZ3VgeFQxrVPM,556.14,,
24/03/2023,625.3,USD,Shopify Payments payout,,zY4j3vV3oqHPYobyeAqdiLbBykO091fv3MLmw,821.18,,
24/03/2023,-229.5,USD,ACCESSORY HOUSE SUPER STO,,wV09Po8PjDCpKJvqYD8dHDw8n4K6oZHygDg9j,821.18,,
24/03/2023,-162.1,USD,HOUSTON SHOE HOSPITAL #2,,6g5NAzKABasqx45D61aouKeAg9Mjr0iympmvD,821.18,,
24/03/2023,-10,USD,USPS STAMPS ENDICIA,,18aNBZPBzvt6pea04d1wsZ3LVBRKXbIjE6ERm,821.18,,
24/03/2023,-220,USD,USPS STAMPS ENDICIA,,DewvgnBgQAHJB7LQjNDEHJOkMrgNRYFV0O0nY,821.18,,
24/03/2023,-31.44,USD,Uber Eats,,Le3dQ0jQmwHmxOKYb07ksKEnMb8dB6imaRaAY,821.18,,
23/03/2023,261.5,USD,ACH transfer from Sezzle,,k4L0VvAVwZIDne0YANgQuJYQAYZMg6toKYLXn,-405.16,,
23/03/2023,-412,USD,CASH APP*WILLIE HOR,,XeJ0KBnKMAHXDqZbxEA9cQxwRmBdBYfzKvzkz,-405.16,,
23/03/2023,48.72,USD,Shopify Payments payout,,NYK6wrnwQLHM1xAP67XqFRY7MmpopPCy8Ny0L,-405.16,,
23/03/2023,11.7,USD,Shopify Payments payout,,KeB5RO0R9dHDOByEx95quLnYjnJ9X8fEzbMgO,-405.16,,
23/03/2023,-6.35,USD,INST XFER,,35JvyxByOmIEpRJ4e6BNF8QPoQ0Nq3foOk6qm,-405.16,,
23/03/2023,-34.49,USD,Uber Eats,,mx1rMa0MgoIRwQyeXbrYty6PDkZoZmI8Zo8JN,-405.16,,
23/03/2023,-16,USD,USPS STAMPS ENDICIA,,zY4j3vV3oqHPYobyeAqNtbz60NpxpYFM5pMqB,-405.16,,
23/03/2023,64.16,USD,Shop Pay Installments payout,,q53Ydj8dwJIXVm17BDK9cYX8BXMbLPiDAMw6L,-405.16,,
23/03/2023,-52.63,USD,PERFOILDIR,,Yd8xk9nkrvFpMo5xBEg1sQnYEB6J6NfzEAzgn,-405.16,,
23/03/2023,-35.21,USD,COMMON SCEN,,ekRv5gq5KJuoyOXe4rj0FXKbwJEnEYI4Ny45k,-405.16,,
23/03/2023,-6.42,USD,INST XFER,,yYroB38B7PHPYm1ogXj5tY3vZ3Mr9JipJ8EyE,-405.16,,
23/03/2023,-16.79,USD,Uber Eats,,nJPxERjEDbHKAJremw5oFrL6gMoOoxUjVOjJA,-405.16,,
23/03/2023,83.15,USD,ACH transfer from AFTERPAY 1217,,BenEoQPoNKHMr5w0N3amFoBJRB385bS3OXyZJ,-405.16,,
22/03/2023,34.23,USD,Shopify Payments payout,,ekRv5gq5KJuoyOXe4rjXT5AwryEDgOF4Yvn85,-122.66,,
22/03/2023,-21.67,USD,WILL CLAYTON VALERO,,nJPxERjEDbHKAJremw5rTmVgp4oevJTjNmBb7,-122.66,,
22/03/2023,-51.05,USD,Little Caesar's,,pZBYQ08QdJtjDgAeOZVAh47Rb0PMxOtAD039D,-122.66,,
22/03/2023,-53.55,USD,USPS STAMPS ENDICIA,,Re0P16n14qH7K6r3QYArT8Er7xabk6U9o6eMK,-122.66,,
22/03/2023,-10,USD,USPS STAMPS ENDICIA,,XeJ0KBnKMAHXDqZbxEAZIM1RX4B9VqszyBd3X,-122.66,,
22/03/2023,34.51,USD,Shopify Payments payout,,zY4j3vV3oqHPYobyeAqbcwZ0Aop8k4FMRwv63,-122.66,,
22/03/2023,-83,USD,ACCESSORY HOUSE SUPER STO,,Qev1DwXDQPH1dQjJeY5juRBN1ovDmQI9MQOpb,-122.66,,
22/03/2023,33.72,USD,Shopify Payments payout,,Qev1DwXDQPH1dQjJeY55H3nROmmRDPc4Nn4EE,-122.66,,
22/03/2023,-36.79,USD,JEWELRY WORLD,,NYK6wrnwQLHM1xAP67XATJOMDxpq4etyQBo18,-122.66,,
22/03/2023,-67.75,USD,JS COLLECTION,,Yd8xk9nkrvFpMo5xBEg5U58Epj61ZoFzY6JKj,-122.66,,
22/03/2023,199.06,USD,ACH transfer from AFTERPAY 1217,,Re0P16n14qH7K6r3QYAAfgm8ekk8bZIqOzqyV,-122.66,,
21/03/2023,42.95,USD,ACH transfer from AFTERPAY 1217,,JeqAEbvEOmHZOE37QNwpibVdOqOo5eI7YrNkE,386.25,,
21/03/2023,32.73,USD,Shopify Payments payout,,nJPxERjEDbHKAJremw55fm8gg4QnX6tjv5bJ8,386.25,,
21/03/2023,33.02,USD,Shopify Payments payout,,5bZek5ykE4tPa3ZbOD1jhymM0O0Az1s4qeY1O,386.25,,
21/03/2023,-515,USD,CASH APP*WILLIE HOR,,9VgzjKvj96Cy53gNEjOJiyP6y0jO3BH6RNA89,386.25,,
21/03/2023,-12.25,USD,WONA TRADING I,,o8mVRBOR1JtkJdv7zZgYhV3NVOp41XtrM18Qw,386.25,,
21/03/2023,-10.3,USD,CASH APP*EVAN J HOR,,77onvNkvgdIMqkp19V6Nir6qrXZ3kLH8RKykJ,386.25,,
21/03/2023,-10,USD,USPS STAMPS ENDICIA,,gvn9bg3bAJfA9rgenKpaTE9yEL7JOmi6OQg4P,386.25,,
21/03/2023,78,USD,Shopify Payments payout,,MeywdrndA6HrPXkO0xQoU4xj4aAP9ZI0qA8RE,386.25,,
21/03/2023,-350.1,USD,COMMON SCEN,,5bZek5ykE4tPa3ZbOD1jhVgvVBwr35tNREqAJ,386.25,,
21/03/2023,-47.61,USD,KLAVIYO INC. SOFTWARE,,JeqAEbvEOmHZOE37QNwpirRyra0kmYH05zYvO,386.25,,
21/03/2023,48.87,USD,Shop Pay Installments payout,,xYjBqJ7q91H0YZ1V4QX9H1Qa6z6rmdTKeNPoY,386.25,,
21/03/2023,206.73,USD,ACH transfer from Sezzle,,o8mVRBOR1JtkJdv7zZgYhve7zMznrjfb8YVy9,386.25,,
21/03/2023,-10,USD,USPS STAMPS ENDICIA,,b3OvJ1DJKnh5KZEVMv79hBjQB8z9RLIPL4prY,386.25,,
21/03/2023,-12.75,USD,WONA TRADING I,,ZwZ3AenAv0tmb7oBNEOyTDzJDxMvX8I8Ey0L0,386.25,,
21/03/2023,75.47,USD,Shopify Payments payout,,Veav3yn3AKH6AvJrQE80TZq1ZB3kmNIn80R5o,386.25,,
21/03/2023,34.92,USD,Shopify Payments payout,,OekL65n60DHBL7vQxYm1SLo0LNY4QMUpD7w5q,386.25,,
21/03/2023,-221.45,USD,CASH APP*EVAN J HOR,,89m70RA01wU3BPmon9eQcZRzZAmQPnIYz7dVa,386.25,,
21/03/2023,74.9,USD,ACH transfer from AFTERPAY 1217,,89m70RA01wU3BPmon9eQcoY84p45bgFvdNqBQ,386.25,,
21/03/2023,120.46,USD,Shopify Payments payout,,ZwZ3AenAv0tmb7oBNEOyTR4meQeL6Etk0N5jP,386.25,,
20/03/2023,-39.6,USD,TST* Iguana Joes - Atasc,,5bZek5ykE4tPa3ZbOD19Cym0Yx9PmPc48VkLn,-1005.74,,
20/03/2023,-18.45,USD,Uber Eats,,89m70RA01wU3BPmon9e6IoY4e76DYDSvgZa5g,-1005.74,,
20/03/2023,-141.55,USD,ACCESSORY HOUSE SUPER STO,,b3OvJ1DJKnh5KZEVMv7aCd7Kyrkv7vID397A5,-1005.74,,
20/03/2023,-10,USD,USPS STAMPS ENDICIA,,o8mVRBOR1JtkJdv7zZgaCvezwExoeotbqOjaV,-1005.74,,
20/03/2023,-20,USD,USPS STAMPS ENDICIA,,ZwZ3AenAv0tmb7oBNEOKfR4eYNBA4Atkwv6Qa,-1005.74,,
20/03/2023,-21.28,USD,Uber Eats,,JeqAEbvEOmHZOE37QNwdtbVOJBX9V9F7dkwgR,-1005.74,,
19/03/2023,-15,USD,HANDI STOP # 54,,o8mVRBOR1JtkJdv7zZgNunBOAPbn8BUrQwg0k,434.2,,
19/03/2023,-82.4,USD,CASH APP*EVAN J HOR,,5bZek5ykE4tPa3ZbOD1muAZBeDqARZsNAvMmb,434.2,,
19/03/2023,-184.4,USD,S W TRADING/ACCSSRY PLZ,,gvn9bg3bAJfA9rgenKpPi5qLBrP5KqF64JNEa,434.2,,
19/03/2023,-50.05,USD,Uber Eats,,b3OvJ1DJKnh5KZEVMv7Bu5q8pZ35MqFPrnRa9,434.2,,
19/03/2023,-12.84,USD,Walgreens,,9VgzjKvj96Cy53gNEjOrcrq05Xbr9qt681nJo,434.2,,
19/03/2023,-46.3,USD,Uber Eats,,77onvNkvgdIMqkp19V6AcKYX7wOKEYc8kegZk,434.2,,
18/03/2023,-24.45,USD,Uber Eats,,MeywdrndA6HrPXkO0xQwTNmB7nkRwwI06XdKp,1012.07,,
18/03/2023,-15,USD,Shell,,Veav3yn3AKH6AvJrQE8DtR7byAY9vvInv4OM4,1012.07,,
18/03/2023,77.17,USD,Shopify Payments payout,,o8mVRBOR1JtkJdv7zZgKH05Q8xkJPPfrg4JED,1012.07,,
18/03/2023,-54.59,USD,Little Caesar's,,9VgzjKvj96Cy53gNEjOvIpEA98mkXXU6ngX9d,1012.07,,
18/03/2023,-132.25,USD,MILANO NAIL SPA HUMBLE,,OekL65n60DHBL7vQxYmafbvwXZpR77CpjxoOp,1012.07,,
18/03/2023,76.82,USD,Shopify Payments payout,,89m70RA01wU3BPmon9e5CvEVy6Jk11CY8x1EB,1012.07,,
18/03/2023,252.66,USD,Shopify Payments payout,,gvn9bg3bAJfA9rgenKpLt0xpKzjerrf6N8XjZ,1012.07,,
17/03/2023,42.7,USD,Shopify Payments payout,,yYroB38B7PHPYm1ogXjJH4VPrA03LLfRqpXy6,1713.94,,
17/03/2023,-0.18,USD,20037 CRUNCH ATASCOCITA,,0J45qb1qEAHwdy4veAn6fxQa5ZXdeeI9OAe4z,1713.94,,
17/03/2023,57.25,USD,Shopify Payments payout,,jr609vk9dbUAj1L9OvMPtm5R0Xo9gghv5eZn6,1713.94,,
17/03/2023,-23.58,USD,Walmart,,k4L0VvAVwZIDne0YANgqTdXoMN1YeeUbNo9Xq,1713.94,,
17/03/2023,-435,USD,DD,,35JvyxByOmIEpRJ4e6B8I5B4NMKQzzsPnoDqv,1713.94,,
17/03/2023,-10,USD,USPS STAMPS ENDICIA,,v9v51m81oLU8AwpPjeDQT0do8bwZBBfpKVMqZ,1713.94,,
17/03/2023,-61.5,USD,PERFUMEWALLA,,AeQB5p15myH4rMdg8Je6UgZ8x0VeNNSw3MNAK,1713.94,,
17/03/2023,50.04,USD,Shopify Payments payout,,89m70RA01wU3BPmon9e5CvEVy6Jk11CY8x1Ee,1713.94,,
17/03/2023,-95,USD,CASH APP*THE HIVE S,,KeB5RO0R9dHDOByEx95QT36w9xonVVfy4EdgR,1713.94,,
17/03/2023,83.9,USD,Shopify Payments payout,,ZwZ3AenAv0tmb7oBNEO0tPja3Bno77f8ob4gN,1713.94,,
17/03/2023,-34.25,USD,SUNSHINE ELECTRONICS,,4o87Kj3KErc1an8RB94bIerEQNokAAiDxRAoo,1713.94,,
17/03/2023,421.87,USD,ACH transfer from AFTERPAY 1217,,BenEoQPoNKHMr5w0N3aqI1ez8anBjjhvn34ZK,1713.94,,
17/03/2023,110.93,USD,Shopify Payments payout,,q53Ydj8dwJIXVm17BDKQsZnrbVkXaaC19DN6Y,1713.94,,
17/03/2023,-192.34,USD,WWW.EZENANA.COM,,royKwx8w7JcAmvrB71gQtK1ZbPpgJJIrNVZLD,1713.94,,
17/03/2023,29.32,USD,Shopify Payments payout,,xYjBqJ7q91H0YZ1V4QXxSkYqewJ9LLcmqORb4,1713.94,,
17/03/2023,255.5,USD,Shopify Payments payout,,JeqAEbvEOmHZOE37QNwLIx1n4X6PZZI0Pm94n,1713.94,,
17/03/2023,43.64,USD,Shopify Payments payout,,5bZek5ykE4tPa3ZbOD1rHENLR98nDDuNMwDnr,1713.94,,
17/03/2023,32.81,USD,Shopify Payments payout,,aBVXx1LxbJI5PRMmyoeZHaJBzKvqRRfKx7jAN,1713.94,,
16/03/2023,125.33,USD,Shop Pay Installments payout,,dKE4ZAPZgRip31o7X4YQiOM6xEX711to7K06g,374.4,,
16/03/2023,-46.27,USD,Uber Eats,,DewvgnBgQAHJB7LQjNDbipBxk0odYYUX4wYKJ,374.4,,
16/03/2023,-1.49,USD,Uber Eats,,6g5NAzKABasqx45D61aeFJm3ANpR00tAEw0XZ,374.4,,
16/03/2023,-20.46,USD,SWEET LAND,,Le3dQ0jQmwHmxOKYb07LtmvAnZxO66hJyZoXA,374.4,,
16/03/2023,-62.42,USD,Walmart,,18aNBZPBzvt6pea04d15tvrpLzYQbbCYynbxz,374.4,,
16/03/2023,-258,USD,USPS STAMPS ENDICIA,,PeADLdnLZ1HMEx0K1YBaIZK8NYROxxCORowqR,374.4,,
16/03/2023,271.07,USD,ACH transfer from Sezzle,,wV09Po8PjDCpKJvqYD8aiAVE80j7ZZiRkKdB6,374.4,,
15/03/2023,844.29,USD,ACH transfer from Sezzle,,nJPxERjEDbHKAJremw5yIR9gDVQ7JJIjKBQv7,525.46,,
15/03/2023,-135.3,USD,S W TRADING/ACCSSRY PLZ,,ekRv5gq5KJuoyOXe4rjwIzPw6AmROOF4Rnxg5,525.46,,
15/03/2023,39.03,USD,Shopify Payments payout,,Ee6A71m7JvH8reD1XOBxTd9ozpPw66Ud4Q6bJ,525.46,,
15/03/2023,-6,USD,ATASCOCITA ACE HARDWAR,,Yd8xk9nkrvFpMo5xBEgZiRxEP873ooIzoJeXj,525.46,,
15/03/2023,-59.9,USD,JS COLLECTION,,mx1rMa0MgoIRwQyeXbr3HgXDwqNOQQS8KBrnR,525.46,,
15/03/2023,-51.4,USD,ACCESSORY HOUSE SUPER STO,,XeJ0KBnKMAHXDqZbxEAasobRr18kqqtz9drLX,525.46,,
15/03/2023,-19.97,USD,JEWELRY WORLD,,NYK6wrnwQLHM1xAP67X4IZ5MjOkbeeCy4oY78,525.46,,
15/03/2023,-13.26,USD,EL TELAR,,zY4j3vV3oqHPYobyeAq8HL70VZRm44tMjvAD3,525.46,,
15/03/2023,54.69,USD,ACH transfer from AFTERPAY 1217,,Re0P16n14qH7K6r3QYAyIO3rdEQN66t9aeVmK,525.46,,
15/03/2023,-38.29,USD,Uber Eats,,pZBYQ08QdJtjDgAeOZVQUmqRr7yQOOhAR3exD,525.46,,
15/03/2023,38.08,USD,Shopify Payments payout,,Qev1DwXDQPH1dQjJeY5mIwbNdBXKQQT9VOyqb,525.46,,
14/03/2023,-65.3,USD,S W TRADING/ACCSSRY PLZ,,gvn9bg3bAJfA9rgenKpLt0xpKzjerrf6N8XkZ,25.96,,
14/03/2023,-30.56,USD,Wendy's,,b3OvJ1DJKnh5KZEVMv7eHnx6MkDVZZIPRJ6eV,25.96,,
14/03/2023,194.86,USD,Shopify Payments payout,,4o87Kj3KErc1an8RB94bIerEQNokAAiDxRA4o,25.96,,
14/03/2023,31.26,USD,Shopify Payments payout,,OekL65n60DHBL7vQxYmafbvwXZpR77Cpjxovp,25.96,,
14/03/2023,-14.94,USD,EL TELAR,,89m70RA01wU3BPmon9e5CvEVy6Jk11CY8x14e,25.96,,
14/03/2023,146.62,USD,ACH transfer from AFTERPAY 1217,,royKwx8w7JcAmvrB71gQtK1ZbPpgJJIrNVZDD,25.96,,
14/03/2023,-80.61,USD,Walmart,,xYjBqJ7q91H0YZ1V4QXxSkYqewJ9LLcmqORx4,25.96,,
14/03/2023,23.49,USD,Shopify Payments payout,,Veav3yn3AKH6AvJrQE8DtR7byAY9vvInv4O34,25.96,,
14/03/2023,41.49,USD,ACH transfer from AFTERPAY 1217,,jr609vk9dbUAj1L9OvMPtm5R0Xo9gghv5eZ76,25.96,,
14/03/2023,-15.05,USD,JS COLLECTION 1,,ZwZ3AenAv0tmb7oBNEO0tPja3Bno77f8ob4aN,25.96,,
14/03/2023,-57.05,USD,J.S. COLLECTIONS,,5bZek5ykE4tPa3ZbOD1rHENLR98nDDuNMwDxr,25.96,,
14/03/2023,77.39,USD,ACH transfer from AFTERPAY 1217,,0J45qb1qEAHwdy4veAn6fxQa5ZXdeeI9OAeqz,25.96,,
14/03/2023,26.4,USD,Shopify Payments payout,,9VgzjKvj96Cy53gNEjOvIpEA98mkXXU6ngXqd,25.96,,
14/03/2023,-10,USD,USPS STAMPS ENDICIA,,JeqAEbvEOmHZOE37QNwLIx1n4X6PZZI0Pm9Dn,25.96,,
14/03/2023,69.77,USD,Shopify Payments payout,,MeywdrndA6HrPXkO0xQwTNmB7nkRwwI06Xdap,25.96,,
14/03/2023,-59.8,USD,ACCESSORY HOUSE SUPER STO,,aBVXx1LxbJI5PRMmyoeZHaJBzKvqRRfKx7jON,25.96,,
14/03/2023,43.34,USD,Shopify Payments payout,,77onvNkvgdIMqkp19V6KIVQeEB9AwwC8g03J3,25.96,,
14/03/2023,-33,USD,USPS STAMPS ENDICIA,,o8mVRBOR1JtkJdv7zZgKH05Q8xkJPPfrg4JAD,25.96,,
14/03/2023,76.73,USD,Shop Pay Installments payout,,v9v51m81oLU8AwpPjeDQT0do8bwZBBfpKVMeZ,25.96,,
13/03/2023,138.17,USD,Shop Pay Installments payout,,mx1rMa0MgoIRwQyeXbr3HgXDwqNOQQS8KBrjR,,,
13/03/2023,-15.01,USD,WILL CLAYTON VALERO,,35JvyxByOmIEpRJ4e6B8I5B4NMKQzzsPnoDgv,,,
13/03/2023,-14.47,USD,Uber Eats,,q53Ydj8dwJIXVm17BDKQsZnrbVkXaaC19DN0Y,,,
13/03/2023,-46.81,USD,OH SALESTX,,DewvgnBgQAHJB7LQjNDbipBxk0odYYUX4wYLJ,,,
13/03/2023,334.17,USD,ACH transfer from Sezzle,,wV09Po8PjDCpKJvqYD8aiAVE80j7ZZiRkKdz6,,,
13/03/2023,-36.65,USD,OH SALESTX,,Le3dQ0jQmwHmxOKYb07LtmvAnZxO66hJyZoOA,,,
13/03/2023,188.64,USD,ACH transfer from AFTERPAY 1217,,dKE4ZAPZgRip31o7X4YQiOM6xEX711to7K0Og,,,
13/03/2023,-26.81,USD,Amazon,,BenEoQPoNKHMr5w0N3aqI1ez8anBjjhvn34bK,,,
13/03/2023,-286.22,USD,CABLE,,6g5NAzKABasqx45D61aeFJm3ANpR00tAEw0zZ,,,
13/03/2023,-15.97,USD,Michaels,,KeB5RO0R9dHDOByEx95QT36w9xonVVfy4EdoR,,,
13/03/2023,-23,USD,USPS STAMPS ENDICIA,,k4L0VvAVwZIDne0YANgqTdXoMN1YeeUbNo9eq,,,
13/03/2023,-210.48,USD,Comcast,,yYroB38B7PHPYm1ogXjJH4VPrA03LLfRqpXB6,,,
13/03/2023,-52.4,USD,Amazon,,PeADLdnLZ1HMEx0K1YBaIZK8NYROxxCORowNR,,,
13/03/2023,-10.23,USD,Jimmy Johns,,18aNBZPBzvt6pea04d15tvrpLzYQbbCYynb7z,,,
13/03/2023,-41.7,USD,LING'S BUFFET,,AeQB5p15myH4rMdg8Je6UgZ8x0VeNNSw3MN4K,,,
12/03/2023,-157.9,USD,JS COLLECTION,,NYK6wrnwQLHM1xAP67X4IZ5MjOkbeeCy4oYD8,-116.58,,
12/03/2023,-10,USD,USPS STAMPS ENDICIA,,ekRv5gq5KJuoyOXe4rjwIzPw6AmROOF4RnxO5,-116.58,,
12/03/2023,-170,USD,USPS STAMPS ENDICIA,,zY4j3vV3oqHPYobyeAq8HL70VZRm44tMjvAr3,-116.58,,
